word	correct	predicted
interior	NN	NN
.	.	.

Heading	VBG	PRP
for	IN	IN
the	DT	DT
batwings	NNS	NN
,	,	,
Cobb	NNP	CC
glanced	VBD	VBD
perfunctorily	RB	VBN
through	IN	IN
the	DT	DT
nearest	JJS	JJ
window	NN	NN
,	,	,
and	CC	CC
suddenly	RB	RB
dodged	VBD	VBD
aside	RB	RB
.	.	.

Nerves	NNS	``
tight	JJ	RB
as	IN	IN
a	DT	DT
bowstring	NN	NN
,	,	,
he	PRP	PRP
paused	VBD	VBD
to	TO	TO
gather	VB	VB
his	PRP$	PRP$
wits	NNS	NN
.	.	.

all	DT	DT
expectation	NN	NN
,	,	,
Carmer	NNP	CC
was	VBD	VBD
inside	IN	RB
,	,	,
clearly	RB	RB
enjoying	VBG	VB
himself	PRP	PRP
to	TO	TO
the	DT	DT
hilt	NN	NN
and	CC	CC
already	RB	RB
so	RB	RB
tipsy	JJ	VBN
that	IN	IN
it	PRP	PRP
seemed	VBD	VBD
unlikely	JJ	IN
he	PRP	PRP
was	VBD	VBD
bothering	VBG	VBN
to	TO	TO
note	VB	VB
anything	NN	NN
or	CC	CC
anyone	NN	NN
about	IN	IN
him	PRP	PRP
.	.	.

Fierce	JJ	DT
anger	NN	NN
surged	VBD	.
through	IN	JJ
Russ	NNP	JJ
.	.	.

He	PRP	PRP
fought	VBD	VBD
down	IN	IN
the	DT	DT
impulse	NN	NN
to	TO	TO
rush	VB	VB
in	IN	IN
and	CC	CC
collar	VB	VBD
the	DT	DT
vicious	JJ	JJ
puncher	NN	NN
on	IN	IN
the	DT	DT
spot	NN	NN
.	.	.

the	DT	DT
porch	NN	NN
rail	NN	NN
beyond	IN	IN
view	NN	NN
of	IN	IN
the	DT	DT
bar	NN	NN
windows	NNS	NNS
,	,	,
he	PRP	PRP
feverishly	RB	MD
scanned	VBD	VB
the	DT	DT
busy	JJ	JJ
street	NN	NN
below	RB	NN
.	.	.

Stevens	NNP	PRP
was	VBD	VBD
nowhere	RB	RB
in	IN	IN
sight	NN	NN
.	.	.

Muffling	VBG	``
an	DT	DT
exclamation	NN	NN
,	,	,
Russ	NNP	CC
sprang	VBD	VBD
to	TO	TO
the	DT	DT
nearest	JJS	JJ
steps	NNS	NNS
and	CC	CC
ran	VBD	VBD
down	IN	RB
.	.	.

As	IN	IN
luck	NN	NN
had	VBD	VBD
it	PRP	PRP
,	,	,
he	PRP	PRP
had	VBD	VBD
not	RB	RB
gone	VBN	VBN
twenty	CD	CD
feet	NNS	NNS
in	IN	IN
the	DT	DT
street	NN	NN
before	IN	IN
Pat	NNP	NNP
appeared	VBD	VBD
.	.	.

What	WDT	DT
luck	NN	NN
,	,	,
Cobb	NNP	UH
''	''	''
?	.	.
?	.	.

He	PRP	PRP
said	VBD	VBD
swiftly	RB	JJ
.	.	.

Russ	NNP	PRP
pointed	VBD	VBD
upward	RB	RB
.	.	.

``	``	``
He	PRP	PRP
's	VBZ	VBZ
there	RB	RB
''	''	''
,	,	,
he	PRP	PRP
got	VBD	VBD
out	RP	RB
tersely	RB	''
,	,	,
curbing	VBG	VBG
his	PRP$	PRP$
rising	VBG	VBG
excitement	NN	''
.	.	.

Hitching	VBG	``
his	PRP$	PRP$
cartridge	NN	NN
belt	NN	VBD
around	RB	RB
,	,	,
Pat	NNP	NNP
glanced	VBD	VBD
upward	RB	RB
briefly	RB	VBN
at	IN	IN
the	DT	DT
Palace	NNP	NN
and	CC	CC
started	VBD	VBD
that	IN	DT
way	NN	NN
with	IN	IN
Cobb	NNP	NN
at	IN	IN
his	PRP$	PRP$
side	NN	NN
.	.	.

the	DT	DT
steps	NNS	NNS
steadily	RB	''
,	,	,
they	PRP	PRP
reached	VBD	VBD
the	DT	DT
top	NN	NN
and	CC	CC
headed	VBD	VBD
for	IN	IN
the	DT	DT
door	NN	NN
.	.	.

Pat	NNP	NNP
pushed	VBD	VBD
through	IN	IN
first	JJ	RB
.	.	.

Forced	VBN	PRP
behind	IN	IN
him	PRP	PRP
momentarily	RB	''
,	,	,
Russ	NNP	CC
followed	VBD	VBD
at	IN	IN
once	RB	RB
and	CC	CC
halted	VBD	VBD
two	CD	CD
steps	NNS	NNS
inside	RB	RB
.	.	.

His	PRP$	PRP$
eyes	NNS	NNS
widened	VBN	JJ
.	.	.

While	IN	IN
five	CD	CD
minutes	NNS	NNS
ago	RB	RB
the	DT	DT
place	NN	NN
had	VBD	VBD
presented	VBN	IN
a	DT	DT
scene	NN	NN
of	IN	IN
easy	JJ	JJ
revelry	NN	NN
,	,	,
with	IN	IN
Gyp	NNP	PRP
Carmer	NNP	VBD
a	DT	DT
prominent	JJ	JJ
figure	NN	NN
,	,	,
it	PRP	PRP
was	VBD	VBD
now	RB	RB
as	RB	IN
somnolent	JJ	NNP
and	CC	CC
dull	JJ	JJ
as	IN	IN
the	DT	DT
day	NN	NN
before	IN	IN
payday	NN	NN
.	.	.

Carmer	NNP	``
himself	PRP	PRP
was	VBD	VBD
nowhere	RB	RB
to	TO	TO
be	VB	VB
seen	VBN	VBN
.	.	.

A	DT	DT
man	NN	NN
knocked	VBD	VBD
the	DT	DT
roulette	NN	JJ
ball	NN	NN
about	IN	IN
idly	RB	RB
in	IN	IN
its	PRP$	PRP$
track	NN	NN
,	,	,
and	CC	CC
another	DT	DT
dozed	VBD	NN
at	IN	IN
one	CD	CD
of	IN	IN
the	DT	DT
card	NN	NN
tables	NNS	NN
.	.	.

Two	CD	CD
men	NNS	NNS
murmured	VBD	VBD
with	IN	IN
their	PRP$	PRP$
heads	NNS	NNS
together	RB	RB
at	IN	IN
the	DT	DT
end	NN	NN
of	IN	IN
the	DT	DT
bar	NN	NN
,	,	,
while	IN	IN
the	DT	DT
sleek-headed	JJ	NN
bartender	NN	:
absently	RB	:
polished	VBD	:
a	DT	DT
glass	NN	NN
.	.	.

Looking	VBG	VBG
the	DT	DT
setup	NN	NN
over	RP	IN
,	,	,
Stevens	NNP	CC
started	VBD	VBD
coolly	RB	VBN
for	IN	IN
the	DT	DT
rear	NN	NN
of	IN	IN
the	DT	DT
place	NN	NN
.	.	.

yuh	PRP	``
goin	VBG	VBG
'	''	''
''	''	''
?	.	.
?	.	.

It	PRP	PRP
was	VBD	VBD
the	DT	DT
barkeep	NN	NN
.	.	.

Halting	VBG	UH
,	,	,
Pat	NNP	NNP
turned	VBD	VBD
to	TO	TO
survey	VB	VB
him	PRP	PRP
deliberately	RB	RB
.	.	.

He	PRP	PRP
did	VBD	VBD
not	RB	RB
reply	NN	VB
,	,	,
going	VBG	VBG
on	RB	IN
toward	IN	IN
the	DT	DT
back	NN	NN
.	.	.

Less	RBR	PRP
assured	VBN	VBD
than	IN	IN
the	DT	DT
tall	JJ	JJ
,	,	,
wide-shouldered	JJ	DT
man	NN	NN
in	IN	IN
the	DT	DT
lead	NN	NN
,	,	,
Cobb	NNP	CC
followed	VBD	VBD
alertly	RB	RB
,	,	,
a	DT	DT
hand	NN	NN
on	IN	IN
his	PRP$	PRP$
gun	NN	NN
butt	NN	NN
.	.	.

The	DT	DT
bartender	NN	NN
measured	VBD	IN
this	DT	DT
situation	NN	NN
with	IN	IN
heavy	JJ	JJ
eyes	NNS	NNS
and	CC	CC
decided	VBD	VBD
he	PRP	PRP
wanted	VBD	VBD
no	DT	DT
part	NN	NN
of	IN	IN
it	PRP	PRP
.	.	.

He	PRP	PRP
said	VBD	VBD
no	DT	DT
more	JJR	RBR
.	.	.

A	DT	DT
hall	NN	NN
opened	VBD	VBD
in	IN	IN
back	RB	RB
of	IN	IN
the	DT	DT
bar	NN	NN
,	,	,
running	VBG	VBG
toward	IN	IN
an	DT	DT
ell	NN	NN
.	.	.

Pat	NNP	NNP
moved	VBD	VBD
into	IN	IN
it	PRP	PRP
.	.	.

Small	JJ	CD
rooms	NNS	NNS
,	,	,
probably	RB	RB
for	IN	IN
cards	NNS	NNP
,	,	,
opened	VBN	VBD
off	IN	RB
on	IN	IN
either	DT	DT
side	NN	NN
.	.	.

All	PDT	DT
the	DT	DT
doors	NNS	NNS
were	VBD	VBD
open	JJ	JJ
at	IN	IN
this	DT	DT
hour	NN	NN
except	IN	IN
one	CD	CD
,	,	,
and	CC	CC
it	PRP	PRP
was	VBD	VBD
toward	IN	IN
this	DT	DT
that	IN	DT
Stevens	NNP	PRP
made	VBD	VBD
his	PRP$	PRP$
way	NN	NN
with	IN	IN
Russ	NNP	DT
close	JJ	JJ
at	IN	IN
his	PRP$	PRP$
shoulder	NN	NN
.	.	.

The	DT	DT
door	NN	NN
was	VBD	VBD
locked	VBN	JJ
.	.	.

A	DT	DT
single	JJ	JJ
kick	NN	NN
made	VBD	VBD
it	PRP	PRP
spring	VB	VBP
open	JJ	JJ
,	,	,
shuddering	VBG	NNP
.	.	.

Pat	NNP	NNP
saw	VBD	VBD
Gyp	NNP	TO
Carmer	NNP	VB
staggering	VBG	VBG
forward	RB	RB
,	,	,
a	DT	DT
half-filled	JJ	JJ
bottle	NN	NN
upraised	VBN	,
as	IN	IN
if	IN	IN
to	TO	TO
strike	VB	VB
.	.	.

Russ	NNP	PRP
sprang	VBD	VBD
through	IN	IN
to	TO	TO
bat	VB	VB
it	PRP	PRP
nimbly	RB	MD
aside	RB	RB
.	.	.

With	IN	IN
a	DT	DT
bellow	NN	NN
Carmer	NNP	TO
lunged	VBD	VB
at	IN	IN
him	PRP	PRP
.	.	.

But	CC	CC
he	PRP	PRP
was	VBD	VBD
more	JJR	JJR
than	IN	IN
half-drunk	JJ	NNP
,	,	,
and	CC	CC
his	PRP$	PRP$
faculties	NNS	NNS
were	VBD	VBD
dulled	VBN	JJ
.	.	.

Cobb	NNP	PRP
unleashed	VBD	VBD
a	DT	DT
single	JJ	JJ
powerful	JJ	JJ
jab	NN	NNS
that	WP	WP
sent	VBD	VBD
Gyp	NNP	TO
reeling	VBG	VB
wildly	RB	RB
and	CC	CC
crashing	VBG	VBG
down	RB	RB
with	IN	IN
a	DT	DT
whining	VBG	NN
groan	NN	NN
.	.	.

He	PRP	PRP
started	VBD	VBD
to	TO	TO
struggle	VB	VB
up	RB	IN
,	,	,
heaving	VBG	CC
desperately	RB	RB
.	.	.

Russ	NNP	PRP
gave	VBD	VBD
him	PRP	PRP
a	DT	DT
brutal	JJ	NN
thrust	NN	VBD
that	WP	IN
tumbled	VBD	WRB
him	PRP	PRP
over	IN	IN
flat	RB	NN
on	IN	IN
his	PRP$	PRP$
stomach	NN	NN
.	.	.

Kneeling	VBG	UH
,	,	,
Cobb	NNP	VBG
planted	VBD	IN
a	DT	DT
sturdy	JJ	JJ
knee	NN	NN
in	IN	IN
the	DT	DT
small	JJ	JJ
of	IN	IN
his	PRP$	PRP$
back	NN	NN
,	,	,
holding	VBG	VBG
him	PRP	PRP
pinned	VBN	JJ
.	.	.

Okay	UH	UH
,	,	,
Stevens	NNP	NNP
.	.	.

I	PRP	PRP
've	VBP	VBP
drawn	VBN	VBN
his	PRP$	PRP$
fangs	NNS	NN
''	''	''
,	,	,
he	PRP	PRP
snapped	VBD	VBD
.	.	.

``	``	``
Go	VB	VB
through	IN	IN
his	PRP$	PRP$
pockets	NNS	NNS
,	,	,
will	MD	MD
you	PRP	PRP
?	.	.
?	.	.

If	IN	IN
we	PRP	PRP
have	VBP	VBP
to	TO	TO
we	PRP	PRP
'll	MD	MD
take	VB	VB
him	PRP	PRP
apart	RB	,
and	CC	CC
see	VB	VB
what	WP	WP
he	PRP	PRP
's	VBZ	VBZ
made	VBN	VBN
of	RP	IN
''	''	''
!	.	.
!	.	.

Pat	NNP	NNP
pulled	VBD	VBD
pocket	NN	NN
after	IN	IN
pocket	NN	NN
inside	RB	RB
out	RB	RB
without	IN	IN
finding	VBG	VBG
a	DT	DT
thing	NN	NN
.	.	.

Cobb	NNP	PRP
watched	VBD	VBD
this	DT	DT
with	IN	IN
hunted	JJ	PRP$
eyes	NNS	NNS
,	,	,
his	PRP$	PRP$
desperate	JJ	JJ
hope	NN	NN
waning	VBG	,
by	IN	IN
the	DT	DT
moment	NN	NN
.	.	.

Stevens	NNP	PRP
was	VBD	VBD
grunting	VBG	VBN
over	IN	IN
the	DT	DT
last	JJ	JJ
empty	JJ	JJ
pocket	NN	NN
when	WRB	WRB
Russ	NNP	DT
abruptly	RB	JJ
rose	VBD	NN
and	CC	CC
lunged	VBD	VBD
toward	IN	IN
Carmer	NNP	NNP
's	POS	POS
hat	NN	NN
,	,	,
which	WDT	WDT
had	VBD	VBD
tumbled	VBN	DT
half-a-dozen	NN	JJ
feet	NNS	NNS
away	RB	RB
when	WRB	WRB
he	PRP	PRP
first	RB	RB
fell	VBD	VBD
.	.	.

Cobb	NNP	PRP
got	VBD	VBD
it	PRP	PRP
.	.	.

Straightening	VBG	``
up	RB	RB
,	,	,
his	PRP$	PRP$
eyes	NNS	NNS
ablaze	RB	''
,	,	,
he	PRP	PRP
held	VBD	VBD
out	RP	RP
the	DT	DT
battered	JJ	NN
Stetson	NNP	NN
.	.	.

this	DT	DT
''	''	''
!	.	.
!	.	.

the	DT	DT
crown	NN	NN
,	,	,
stuffed	VBN	VBG
behind	IN	IN
the	DT	DT
stained	JJ	JJ
sweatband	NN	NN
,	,	,
could	MD	MD
be	VB	VB
seen	VBN	VBN
thin	JJ	JJ
,	,	,
crumpled	JJ	CC
wads	NNS	VBD
of	IN	IN
currency	NN	NN
.	.	.

Carmer	NNP	NNP
's	POS	POS
ingenious	JJ	JJ
cache	NN	NN
for	IN	IN
his	PRP$	PRP$
loot	NN	NNS
had	VBD	VBD
been	VBN	VBN
found	VBN	VBN
.	.	.

Stevens	NNP	PRP
!	.	.
!	.	.

You	PRP	PRP
were	VBD	VBD
right	JJ	RB
''	''	''
,	,	,
Russ	NNP	CC
exclaimed	VBD	VBD
,	,	,
tearing	VBG	IN
the	DT	DT
loose	JJ	JJ
bills	NNS	NNS
out	RP	IN
of	IN	IN
Carmer	NNP	NNP
's	POS	POS
hat	NN	NN
.	.	.

``	``	``
That	DT	DT
is	VBZ	VBZ
,	,	,
if	IN	IN
we	PRP	PRP
can	MD	MD
be	VB	VB
sure	JJ	JJ
this	DT	DT
is	VBZ	VBZ
Colcord	NNP	NNP
's	POS	POS
money	NN	NN
''	''	''
--	:	:
Pat	NNP	NNP
grunted	VBD	VBD
.	.	.

``	``	``
Where	WRB	WRB
else	RB	PRP
would	MD	MD
he	PRP	PRP
get	VB	VB
it	PRP	PRP
?	.	.
?	.	.

Count	VB	``
what	WP	WP
you	PRP	PRP
've	VBP	VBP
got	VBN	VBD
there	RB	RB
,	,	,
Cobb	NNP	NNP
.	.	.

We	PRP	PRP
can	MD	MD
soon	RB	RB
tell	VB	VB
''	''	''
.	.	.

Russ	NNP	PRP
ran	VBD	VBD
through	IN	IN
the	DT	DT
bills	NNS	NN
and	CC	CC
named	VBD	VBD
an	DT	DT
amount	NN	NN
it	PRP	PRP
was	VBD	VBD
highly	RB	RB
unlikely	JJ	IN
any	DT	DT
cowpuncher	NN	NN
would	MD	MD
come	VB	VB
by	RP	IN
honestly	RB	NN
.	.	.

Pat	NNP	NNP
nodded	VBD	VBD
.	.	.

It	PRP	PRP
's	VBZ	VBZ
within	IN	IN
a	DT	DT
hundred	CD	CD
of	IN	IN
what	WP	WP
Crip	NNP	PRP
had	VBD	VBD
''	''	''
,	,	,
he	PRP	PRP
declared	VBD	JJ
.	.	.

``	``	``
We	PRP	PRP
know	VBP	VBP
Penny	NNP	NNP
spent	VBD	VBD
some	DT	DT
--	:	:
and	CC	CC
Carmer	NNP	PRP
must	MD	MD
have	VB	VB
dropped	VBN	VBN
a	DT	DT
few	JJ	JJ
dollars	NNS	NNS
getting	VBG	VBG
that	DT	DT
load	NN	NN
on	RP	IN
''	''	''
.	.	.

the	DT	DT
money	NN	NN
over	IN	IN
,	,	,
Russ	NNP	CC
wiped	VBD	VBD
his	PRP$	PRP$
hands	NNS	NNS
on	IN	IN
his	PRP$	PRP$
pants-legs	NN	NNS
as	IN	IN
if	IN	IN
ridding	VBG	WRB
himself	PRP	PRP
of	IN	IN
something	NN	NN
unclean	JJ	NN
.	.	.

His	PRP$	PRP$
glance	NN	NN
at	IN	IN
Gyp	NNP	PRP$
Carmer	NNP	NNS
was	VBD	VBD
disdainful	JJ	JJ
.	.	.

``	``	``
Shall	MD	WRB
we	PRP	PRP
get	VB	VBP
out	RB	IN
of	IN	IN
here	RB	RB
''	''	''
?	.	.
?	.	.

the	DT	DT
card	NN	NN
room	NN	NN
,	,	,
they	PRP	PRP
moved	VBD	VBD
back	RB	RB
through	IN	IN
the	DT	DT
Palace	NNP	VBZ
the	DT	DT
way	NN	NN
they	PRP	PRP
had	VBD	VBD
come	VBN	VBN
.	.	.

Glowering	VBG	``
looks	NNS	PRP
met	VBD	VBD
them	PRP	PRP
in	IN	IN
the	DT	DT
bar	NN	NN
,	,	,
but	CC	CC
there	EX	EX
was	VBD	VBD
no	DT	DT
attempt	NN	NN
to	TO	TO
halt	VB	VB
them	PRP	PRP
.	.	.

Pausing	VBG	PRP
in	IN	IN
the	DT	DT
outside	JJ	JJ
door	NN	NN
to	TO	TO
glance	VB	VB
behind	IN	IN
him	PRP	PRP
,	,	,
Pat	NNP	NNP
looked	VBD	VBD
his	PRP$	PRP$
unspoken	JJ	JJ
warning	NN	NN
and	CC	CC
stepped	VBD	VBD
out	RB	RB
.	.	.

He	PRP	PRP
and	CC	CC
Cobb	NNP	VBD
clattered	VBD	VBN
down	IN	IN
the	DT	DT
high	JJ	JJ
steps	NNS	NNS
to	TO	TO
the	DT	DT
street	NN	NN
.	.	.

Neither	DT	PRP
spoke	VBD	VBD
till	IN	IN
they	PRP	PRP
reached	VBD	VBD
their	PRP$	PRP$
horses	NNS	NNS
.	.	.

Pat	NNP	NNP
paused	VBD	VBD
there	RB	RB
,	,	,
looking	VBG	VBG
across	IN	IN
at	IN	IN
the	DT	DT
young	JJ	JJ
fellow	NN	NN
.	.	.

It	PRP	PRP
'll	MD	MD
be	VB	VB
a	DT	DT
pleasure	NN	NN
for	IN	IN
you	PRP	PRP
to	TO	TO
return	VB	VB
this	DT	DT
money	NN	NN
to	TO	TO
Colcord	NNP	VB
and	CC	CC
tell	VB	VB
him	PRP	PRP
about	IN	IN
it	PRP	PRP
,	,	,
Russ	NNP	NN
''	''	''
.	.	.

He	PRP	PRP
started	VBD	VBD
to	TO	TO
return	VB	VB
it	PRP	PRP
.	.	.

his	PRP$	PRP$
faint	JJ	JJ
surprise	NN	NN
Russ	NNP	CC
held	VBD	VBD
up	RP	RP
his	PRP$	PRP$
hand	NN	NN
.	.	.

``	``	``
Not	RB	RB
me	PRP	PRP
''	''	''
,	,	,
he	PRP	PRP
ruled	VBD	JJ
decidedly	RB	JJ
.	.	.

I	PRP	PRP
've	VBP	VBP
had	VBN	VBD
enough	RB	RB
.	.	.

It	PRP	PRP
was	VBD	VBD
you	PRP	PRP
that	IN	WP
tracked	VBD	VBD
it	PRP	PRP
down	RP	RB
anyway	RB	RB
,	,	,
Stevens	NNP	UH
''	''	''
,	,	,
he	PRP	PRP
pursued	VBD	MD
strictly	RB	RB
.	.	.

``	``	``
I	PRP	PRP
'll	MD	MD
shove	VB	VB
along	RB	IN
home	NN	NN
''	''	''
.	.	.

Whatever	WDT	MD
you	PRP	PRP
say	VBP	VB
''	''	''
.	.	.

Pat	NNP	NNP
swung	VBD	VBD
into	IN	IN
the	DT	DT
saddle	NN	NN
,	,	,
yet	CC	CC
still	RB	RB
he	PRP	PRP
delayed	VBD	''
,	,	,
his	PRP$	PRP$
brows	NNS	NN
puckered	VBN	NN
.	.	.

``	``	``
You	PRP	PRP
owe	VBP	VBP
it	PRP	PRP
to	TO	TO
Penny	NNP	NNP
to	TO	TO
give	VB	VB
her	PRP	PRP
a	DT	DT
chance	NN	NN
to	TO	TO
explain	VB	VB
that	IN	IN
she	PRP	PRP
was	VBD	VBD
defending	VBG	VBG
you	PRP	PRP
,	,	,
really	RB	RB
''	''	''
,	,	,
he	PRP	PRP
observed	VBD	JJ
mildly	RB	JJ
.	.	.

Old	NNP	NNP
Crip	NNP	NNP
was	VBD	VBD
n't	RB	RB
''	''	''
,	,	,
retorted	VBD	UH
Cobb	NNP	''
tartly	RB	JJ
.	.	.

``	``	``
He	PRP	PRP
'll	MD	MD
know	VB	VB
when	WRB	WRB
you	PRP	PRP
tell	VBP	VBP
him	PRP	PRP
.	.	.

But	CC	CC
I	PRP	PRP
want	VBP	VBP
this	DT	RB
to	TO	TO
sink	VB	VB
in	IN	IN
awhile	RB	RB
.	.	.

Then	RB	RB
maybe	RB	RB
next	JJ	JJ
time	NN	NN
he	PRP	PRP
wo	MD	MD
n't	RB	RB
be	VB	VB
so	RB	RB
quick	JJ	JJ
on	IN	IN
the	DT	DT
trigger	NN	NN
''	''	''
.	.	.

Pat	NNP	NNP
had	VBD	VBD
never	RB	RB
pretended	VBN	VBN
to	TO	TO
give	VB	VB
advice	NN	NN
in	IN	IN
such	DT	JJ
affairs	NNS	NNS
.	.	.

``	``	``
You	PRP	PRP
're	VBP	VBP
the	DT	DT
doctor	NN	NN
''	''	''
,	,	,
he	PRP	PRP
returned	VBD	VBD
with	IN	IN
a	DT	DT
smile	NN	NN
.	.	.

``	``	``
But	CC	CC
I	PRP	PRP
still	RB	RB
think	VBP	VB
Penny	NNP	NNP
's	VBZ	VBZ
an	DT	DT
awful	RB	JJ
nice	JJ	JJ
girl	NN	NN
,	,	,
Russ	NNP	UH
''	''	''
--	:	:
``	``	``
You	PRP	PRP
do	VBP	VBP
n't	RB	RB
have	VB	VB
to	TO	TO
tell	VB	VB
me	PRP	PRP
''	''	''
,	,	,
flashed	VBD	VBD
Cobb	NNP	JJ
.	.	.

Giving	VBG	``
the	DT	DT
other	JJ	JJ
a	DT	DT
dark	JJ	JJ
look	NN	NN
,	,	,
he	PRP	PRP
hauled	VBD	VBD
his	PRP$	PRP$
bronc	NN	NNS
around	RB	RB
and	CC	CC
trotted	VBD	VBD
down	RB	RB
off	IN	IN
the	DT	DT
street	NN	NN
.	.	.

Pat	NNP	NNP
let	VBD	VBD
him	PRP	PRP
go	VB	VB
,	,	,
following	VBG	VBG
more	RBR	RBR
leisurely	RB	JJ
.	.	.

At	IN	IN
the	DT	DT
first	JJ	JJ
restaurant	NN	NN
he	PRP	PRP
sensibly	RB	MD
pulled	VBD	VBD
up	RB	RB
to	TO	TO
go	VB	VB
in	IN	IN
for	IN	IN
his	PRP$	PRP$
dinner	NN	NN
,	,	,
and	CC	CC
as	IN	IN
a	DT	DT
consequence	NN	NN
did	VBD	VBD
not	RB	RB
see	VB	VB
Cobb	NNP	TO
strike	VB	VB
the	DT	DT
open	JJ	JJ
range	NN	NN
at	IN	IN
the	DT	DT
mouth	NN	NN
of	IN	IN
the	DT	DT
canyon	NN	NN
and	CC	CC
head	NN	NN
straight	RB	RB
across	IN	IN
the	DT	DT
swells	NNS	NN
for	IN	IN
Antler	NNP	NN
.	.	.

The	DT	DT
truth	NN	NN
was	VBD	VBD
,	,	,
the	DT	DT
puncher	NN	NN
was	VBD	VBD
both	DT	DT
bewildered	VBN	NN
and	CC	CC
dismayed	VBN	VBD
by	IN	IN
his	PRP$	PRP$
own	JJ	JJ
mixed	JJ	JJ
luck	NN	NN
.	.	.

``	``	``
Penny	NNP	NNP
's	VBZ	VBZ
always	RB	RB
glad	JJ	JJ
to	TO	TO
see	VB	VB
me	PRP	PRP
over	IN	RB
there	EX	RB
''	''	''
,	,	,
he	PRP	PRP
mused	VBD	JJ
bleakly	RB	JJ
.	.	.

Yet	RB	CC
had	VBD	VBD
he	PRP	PRP
not	RB	RB
visited	VBD	VBD
the	DT	DT
girl	NN	NN
at	IN	IN
Saw	VBD	PRP
Buck	NNP	VBP
he	PRP	PRP
would	MD	MD
never	RB	RB
have	VB	VB
been	VBN	VBN
involved	VBN	VBN
in	IN	IN
this	DT	DT
latest	JJS	NN
tangle	NN	NN
.	.	.

that	DT	IN
,	,	,
however	RB	RB
,	,	,
was	VBD	VBD
his	PRP$	PRP$
growing	VBG	VBG
suspicion	NN	NN
of	IN	IN
Chuck	NNP	NNP
Stober	NNP	NNP
's	POS	POS
part	NN	NN
in	IN	IN
recent	JJ	DT
events	NNS	NN
.	.	.

``	``	``
Gyp	NNP	WRB
Carmer	NNP	PRP
could	MD	MD
n't	RB	RB
have	VB	VB
known	VBN	VBN
about	IN	IN
Colcord	NNP	NNP
's	POS	POS
money	NN	NN
unless	IN	IN
he	PRP	PRP
was	VBD	VBD
told	VBN	VBN
--	:	:
and	CC	CC
who	WP	WP
else	RB	PRP
would	MD	MD
have	VB	VB
told	VBN	VBN
him	PRP	PRP
''	''	''
?	.	.
?	.	.

He	PRP	PRP
asked	VBD	VBD
himself	PRP	PRP
.	.	.

``	``	``
It	PRP	PRP
's	VBZ	VBZ
the	DT	DT
second	JJ	JJ
time	NN	NN
War	NNP	IN
Ax	NNP	PRP$
hands	NNS	NNS
made	VBD	VBD
a	DT	DT
play	NN	NN
for	IN	IN
that	DT	DT
money	NN	NN
.	.	.

an	DT	DT
accident	NN	NN
could	MD	MD
that	WP	RB
be	VB	VB
''	''	''
?	.	.
?	.	.

home	NN	NN
,	,	,
he	PRP	PRP
jerked	VBD	VBD
to	TO	TO
attention	NN	NN
at	IN	IN
the	DT	DT
distant	JJ	JJ
crack	NN	NN
of	IN	IN
a	DT	DT
gun	NN	NN
.	.	.

In	IN	IN
town	NN	NN
no	NN	NN
one	NN	CD
paid	VBD	VBD
much	JJ	JJ
attention	NN	NN
to	TO	TO
an	DT	DT
occasional	JJ	JJ
shot	NN	NN
;	:	:
;	:	:
but	CC	CC
on	IN	IN
the	DT	DT
range	NN	NN
gunfire	NN	CC
had	VBD	VBD
a	DT	DT
meaning	NN	NN
.	.	.

Hauling	VBG	``
up	RB	RB
,	,	,
Russ	NNP	CC
listened	VBD	VBD
carefully	RB	RB
.	.	.

Two	CD	CD
minutes	NNS	NNS
later	RB	RB
it	PRP	PRP
came	VBD	VBD
again	RB	RB
--	:	:
a	DT	DT
double	JJ	JJ
explosion	NN	NN
,	,	,
followed	VBN	VBD
by	IN	IN
a	DT	DT
third	JJ	JJ
,	,	,
sounding	VBG	RB
more	RBR	RBR
distant	JJ	JJ
.	.	.

Cobb	NNP	PRP
could	MD	MD
determine	VB	VB
the	DT	DT
shots	NNS	NNS
came	VBD	VBD
from	IN	IN
the	DT	DT
direction	NN	NN
of	IN	IN
the	DT	DT
Antler	NNP	JJ
ranch	NN	NN
house	NN	NN
.	.	.

He	PRP	PRP
tightened	VBD	MD
up	RB	RB
in	IN	IN
a	DT	DT
twinkling	NN	NN
.	.	.

So	RB	RB
far	RB	RB
as	IN	IN
he	PRP	PRP
knew	VBD	VBD
,	,	,
only	RB	RB
his	PRP$	PRP$
father	NN	NN
could	MD	MD
be	VB	VB
there	RB	RB
.	.	.

What	WP	WP
did	VBD	VBD
it	PRP	PRP
mean	VB	VB
?	.	.
?	.	.

Clapping	VBG	PRP
spurs	NNS	VBD
to	TO	TO
the	DT	DT
bronc	NN	NN
he	PRP	PRP
set	VBD	VBD
off	RB	RB
at	IN	IN
a	DT	DT
sharp	JJ	JJ
canter	NN	NN
,	,	,
with	IN	IN
growing	VBG	VBG
alarm	NN	''
.	.	.

His	PRP$	PRP$
first	JJ	JJ
glimpse	NN	NN
of	IN	IN
the	DT	DT
ranch	NN	NN
house	NN	NN
across	IN	IN
the	DT	DT
brushy	JJ	JJ
swells	NNS	NNS
told	VBD	VBD
him	PRP	PRP
